from,to,flag
12932951,12930712,1
12931462,12933435,1
12932872,12930232,1
12931163,12932251,1
12931828,12931293,1
12933324,12934326,1
12930573,12934081,1
12931741,12933291,1
12930968,12931658,1
12930510,12933077,1
12933204,12931602,1
12933937,12934546,1
12933937,12930232,1
12933777,12933505,1
12933380,12932086,1
12932327,12934285,1
12933204,12931658,1
12930534,12932851,1
12932513,12933972,1
12930165,12934393,1
12932365,12933567,1
12934393,12932731,1
12932296,12930550,1
12932206,12930845,1
12931120,12930994,1
12932173,12931593,1
12934264,12931293,1
12931850,12931595,1
12930794,12930485,1
12934203,12933647,1
12932123,12931045,1
12932624,12930232,1
12931472,12930261,1
12931603,12932128,1
12933450,12931163,1
12934502,12931595,1
12932955,12933541,1
12932020,12933077,1
12932517,12934442,1
12934133,12934290,1
12934061,12932860,1
12932123,12932213,1
12933637,12933876,1
12931782,12933777,1
12933164,12930968,1
12931894,12932772,1
12930647,12930660,1
12931843,12934488,1
12933504,12932787,1
12932983,12933155,1
12932645,12932000,1
12931031,12932375,1
12932375,12932308,1
12931112,12932946,1
12930526,12931629,1
12930647,12932173,1
12931330,12931602,1
12934077,12932029,1
12932075,12933053,1
12933204,12932470,1
12934061,12934326,1
12933164,12933558,1
12930647,12932780,1
12930573,12932664,1
12931877,12931344,1
12931603,12934259,1
12930998,12932409,1
12933190,12931782,1
12930534,12933291,1
12930647,12931163,1
12934077,12932375,1
12930580,12932002,1
12934488,12931119,1
12932946,12933512,1
12930794,12932407,1
12930794,12933193,1
12934077,12933435,1
12930282,12932791,1
12932407,12934422,1
12933504,12933460,1
12930583,12932072,1
12932808,12934326,1
12932664,12933504,1
12931593,12932783,1
12931631,12931249,1
12932173,12931348,1
12932908,12930299,1
12931593,12933777,1
12932664,12933303,1
12931655,12932691,1
12933291,12933540,1
12931828,12932327,1
12932409,12933707,1
12932018,12933193,1
12930282,12930771,1
12933937,12932772,1
12930647,12932123,1
12931274,12933707,1
12933804,12934275,1
12931344,12934078,1
12930534,12932327,1
12930580,12930261,1
12933437,12932173,1
12933540,12932528,1
12930164,12931375,1
12933937,12933956,1
12934543,12930731,1
12930770,12934285,1
12930573,12934359,1
12931330,12930485,1
12932206,12930712,1
12930847,12934078,1
12933044,12933824,1
12934514,12932783,1
12932681,12933155,1
12932851,12931355,1
12930731,12934285,1
12934035,12933190,1
12931828,12932528,1
12930907,12932128,1
12933623,12933435,1
12932624,12930396,1
12933429,12930261,1
12934526,12934081,1
12932893,12932409,1
12930182,12932086,1
12932018,12932072,1
12930526,12931919,1
12934404,12934546,1
12931120,12933435,1
12934404,12932213,1
12932123,12932091,1
12931740,12931358,1
12934275,12933567,1
12930474,12932589,1
12931472,12932946,1
12933198,12933792,1
12934502,12930975,1
12933291,12933567,1
12932900,12931045,1
12932327,12933647,1
12932123,12934546,1
12933441,12931483,1
12932440,12931358,1
12930770,12932072,1
12933623,12933111,1
12933046,12932327,1
12933937,12934066,1
12932166,12932251,1
12934264,12930574,1
12933167,12931782,1
12933937,12933504,1
12933948,12932086,1
12931738,12930469,1
12930289,12933876,1
12934133,12930232,1
12933324,12933707,1
12933429,12930574,1
12933204,12931112,1
12932872,12934461,1
12934404,12932305,1
12931274,12931119,1
12931655,12932213,1
12932946,12931818,1
12932808,12930242,1
12934275,12932844,1
12934124,12930731,1
12934404,12930261,1
12934486,12932624,1
12934422,12934078,1
12930724,12932843,1
12931801,12930485,1
12933623,12930756,1
12934133,12931782,1
12932173,12934393,1
12934468,12932407,1
12932946,12932787,1
12932801,12930515,1
12932870,12932783,1
12930573,12930731,1
12933046,12932407,1
12932072,12933876,1
12930968,12931894,1
12933937,12934203,1
12930413,12930975,1
12931480,12934393,1
12934372,12932787,1
12931031,12934277,1
12933450,12934433,1
12932123,12932066,1
12932645,12933948,1
12930975,12932946,1
12930948,12933505,1
12930422,12933435,1
12931631,12932089,1
12933294,12934393,1
12930282,12932128,1
12932238,12933504,1
12930998,12932908,1
12933796,12934422,1
12930647,12932691,1
12932983,12931358,1
12932645,12931801,1
12931593,12932898,1
12932308,12934461,1
12932089,12930574,1
12934372,12934393,1
12933167,12933707,1
12931850,12934508,1
12932517,12930232,1
12931820,12930469,1
12934203,12932783,1
12933784,12930469,1
12930770,12932407,1
12932326,12932528,1
12932297,12934517,1
12932327,12932843,1
12931163,12930232,1
12934203,12933111,1
12930526,12932772,1
12931850,12933077,1
12932780,12932870,1
12932296,12931643,1
12933623,12932173,1
12931161,12932091,1
12931843,12930232,1
12932123,12934372,1
12933155,12931782,1
12931050,12932031,1
12934543,12931344,1
12930526,12933567,1
12933284,12930129,1
12934124,12930590,1
12932681,12931082,1
12932035,12933707,1
12932893,12933707,1
12933046,12934393,1
12934414,12931801,1
12933435,12934078,1
12932908,12934488,1
12930794,12931355,1
12930471,12930396,1
12930289,12934393,1
12932893,12931818,1
12933707,12933303,1
12934414,12932305,1
12930500,12930396,1
12931045,12934506,1
12930526,12931595,1
12933437,12930845,1
12934414,12933053,1
12931828,12933053,1
12934077,12931602,1
12932882,12931658,1
12933937,12933541,1
12933046,12932409,1
12932326,12930500,1
12931344,12933950,1
12934414,12932035,1
12932166,12930396,1
12931593,12933792,1
12932031,12931163,1
12932645,12931119,1
12930580,12931503,1
12934159,12930396,1
12932892,12932031,1
12930182,12932190,1
12931877,12931742,1
12931113,12930396,1
12931655,12933972,1
12933204,12932158,1
12931919,12933637,1
12930500,12934326,1
12932584,12932375,1
12934061,12933506,1
12931603,12932787,1
12931113,12932002,1
12933437,12934264,1
12932892,12932787,1
12934414,12933198,1
12931655,12933314,1
12930537,12930232,1
12930580,12931985,1
12932513,12933155,1
12932900,12932086,1
12930724,12932406,1
12933937,12930847,1
12934275,12932128,1
12933284,12934277,1
12931163,12931985,1
12934404,12932238,1
12934056,12932128,1
12931882,12931112,1
12933324,12934285,1
12930907,12930500,1
12933062,12933077,1
12931355,12930301,1
12933204,12931707,1
12930526,12932251,1
12931850,12932844,1
12930771,12931894,1
12931797,12933707,1
12932035,12932213,1
12933784,12932251,1
12932955,12934326,1
12932206,12934372,1
12932645,12934488,1
12930282,12931742,1
12932816,12934078,1
12931850,12934285,1
12934404,12931593,1
12932946,12932091,1
12933046,12930443,1
12930537,12930500,1
12932308,12932086,1
12932297,12933053,1
12931045,12934326,1
12932946,12933092,1
12932908,12930485,1
12934433,12932035,1
12930616,12932843,1
12933291,12933077,1
12931031,12931658,1
12930534,12932843,1
12932326,12931082,1
12932517,12930550,1
12930232,12930655,1
12933380,12931462,1
12930474,12931593,1
12930724,12930301,1
12931602,12930712,1
12932892,12933956,1
12932872,12930731,1
12931593,12930443,1
12931120,12934285,1
12933991,12934393,1
12931740,12933506,1
12933437,12934517,1
12934414,12931050,1
12933623,12931516,1
12932296,12930975,1
12933193,12932783,1
12934414,12930518,1
12934442,12933092,1
12930500,12934264,1
12930784,12931643,1
12932817,12930756,1
12933623,12931629,1
12931603,12932158,1
12930994,12932406,1
12932892,12930975,1
12934414,12931742,1
12933155,12934393,1
12932375,12934372,1
12930573,12930242,1
12932681,12933225,1
12933284,12932801,1
12931161,12930232,1
12932470,12931516,1
12933164,12934359,1
12934404,12932166,1
12932020,12933629,1
12933937,12931818,1
12933441,12930590,1
12932745,12933567,1
12932681,12931462,1
12931631,12931274,1
12933193,12933956,1
12930948,12932599,1
12933906,12932783,1
12932031,12932745,1
12930731,12933876,1
12933062,12932745,1
12934433,12932870,1
12930724,12932745,1
12931738,12930845,1
12932072,12931293,1
12931843,12932158,1
12932002,12933505,1
12934159,12932908,1
12930724,12930242,1
12932305,12932946,1
12931483,12934461,1
12932693,12931742,1
12931738,12931163,1
12930573,12934514,1
12930573,12933435,1
12930474,12932860,1
12932693,12933956,1
12933284,12932844,1
12931850,12932128,1
12930647,12933732,1
12933672,12933291,1
12933294,12931595,1
12930770,12932783,1
12932297,12932816,1
12930845,12931593,1
12932780,12930261,1
12934077,12930129,1
12932892,12931293,1
12931274,12932128,1
12931462,12931985,1
12934538,12932946,1
12933291,12932844,1
12934404,12934538,1
12930660,12930396,1
12930474,12931472,1
12932893,12934066,1
12932951,12932946,1
12931503,12932946,1
12930395,12930299,1
12932190,12930515,1
12930526,12931119,1
12934422,12932898,1
12932327,12934275,1
12934502,12933225,1
12930668,12932870,1
12934404,12930968,1
12934077,12934259,1
12934543,12931293,1
12932983,12931088,1
12930500,12932745,1
12933284,12933291,1
12934414,12931746,1
12932018,12931045,1
12931655,12934008,1
12932681,12934359,1
12930770,12930712,1
12932955,12932946,1
12932018,12930994,1
12931782,12933707,1
12930784,12932946,1
12933672,12931348,1
12931820,12932327,1
12930129,12931818,1
12931593,12930301,1
12934479,12932946,1
12932206,12931985,1
12932365,12930396,1
12934479,12932870,1
12930195,12931593,1
12930770,12933190,1
12931631,12931593,1
12931120,12933948,1
12930537,12934506,1
12933020,12933505,1
12931894,12930515,1
12931050,12930712,1
12931462,12933190,1
12930641,12933505,1
12933672,12931462,1
12931850,12931344,1
12931503,12933707,1
12933441,12933435,1
12932817,12934078,1
12932777,12930396,1
12932440,12931274,1
12932946,12930299,1
12933046,12930712,1
12933167,12933190,1
12932297,12930469,1
12930948,12932213,1
12930647,12931355,1
12931843,12930550,1
12933198,12931503,1
12931113,12930712,1
12934414,12931119,1
12931593,12932843,1
12931740,12930356,1
12934543,12933566,1
12931780,12932409,1
12930998,12932470,1
12934543,12934488,1
12934124,12931355,1
12932882,12934506,1
12934077,12930469,1
12930583,12931593,1
12930537,12932035,1
12931603,12931742,1
12934414,12934422,1
12930994,12933198,1
12933732,12930712,1
12931882,12931602,1
12934061,12932086,1
12931472,12933505,1
12930164,12932870,1
12932206,12931045,1
12933623,12932002,1
12933784,12934393,1
12932584,12930518,1
12930281,12932870,1
12933437,12932128,1
12932693,12931643,1
12930993,12933190,1
12933193,12930515,1
12930282,12932072,1
12934486,12933904,1
12930655,12932190,1
12931593,12933512,1
12931082,12931163,1
12933937,12931658,1
12932020,12932128,1
12930282,12932000,1
12930395,12932251,1
12931655,12931746,1
12932123,12931595,1
12933450,12933111,1
12931820,12933904,1
12932843,12934078,1
12930647,12934081,1
12932882,12934393,1
12932681,12931163,1
12930534,12934275,1
12931480,12933824,1
12933672,12930165,1
12932440,12931330,1
12934393,12934326,1
12933062,12933190,1
12934124,12930847,1
12932653,12931274,1
12934159,12931824,1
12930731,12933193,1
12932513,12931355,1
12933541,12930515,1
12930845,12933505,1
12932791,12931516,1
12930526,12930515,1
12932892,12933314,1
12931120,12934433,1
12932983,12934326,1
12930515,12933792,1
12930129,12933792,1
12931274,12931782,1
12933672,12931330,1
12931274,12931919,1
12930413,12933904,1
12932951,12933198,1
12931820,12933707,1
12933441,12930395,1
12933437,12934081,1
12933937,12934326,1
12930948,12930270,1
12930573,12931361,1
12934077,12932951,1
12932327,12933190,1
12932440,12933291,1
12934479,12934326,1
12933937,12931801,1
12932296,12933972,1
12932645,12932908,1
12932893,12932213,1
12933629,12930574,1
12933623,12932086,1
12933937,12931249,1
12930573,12933567,1
12930993,12932128,1
12932808,12934277,1
12933198,12934066,1
12934502,12930301,1
12933204,12933512,1
12932327,12934264,1
12932031,12932002,1
12932900,12930518,1
12930975,12932844,1
12933629,12932406,1
12934159,12931629,1
12933784,12933904,1
12934061,12932031,1
12930907,12932327,1
12931655,12934422,1
12932020,12932745,1
12933429,12932731,1
12930182,12932470,1
12932681,12934508,1
12932123,12933225,1
12932020,12934442,1
12932327,12931163,1
12932983,12932075,1
12934488,12932002,1
12933904,12931782,1
12930422,12932955,1
12933937,12934275,1
12930500,12930301,1
12932018,12930968,1
12931031,12934326,1
12931828,12930847,1
12933437,12933190,1
12932327,12934081,1
12931746,12930485,1
12931330,12930232,1
12930537,12931249,1
12931602,12932599,1
12931782,12933732,1
12934061,12932072,1
12930948,12933460,1
12930500,12931793,1
12934488,12933294,1
12934479,12930712,1
12932892,12933225,1
12933380,12932089,1
12934502,12934264,1
12934404,12934526,1
12930580,12934393,1
12930574,12933876,1
12932780,12933707,1
12932513,12931293,1
12930647,12932816,1
12932166,12930232,1
12930590,12932946,1
12932882,12933558,1
12932908,12931293,1
12930731,12932898,1
12931843,12930165,1
12933204,12932375,1
12934326,12930515,1
12933044,12931113,1
12931740,12932780,1
12934061,12931082,1
12934081,12931293,1
12932297,12932238,1
12933991,12933512,1
12931088,12930574,1
12930164,12933505,1
12933623,12934508,1
12930422,12934081,1
12932206,12932075,1
12930500,12933647,1
12932020,12934066,1
12933200,12933876,1
12930395,12932599,1
12932000,12932089,1
12931658,12933155,1
12934543,12934264,1
12934526,12932406,1
12931801,12933707,1
12934502,12932691,1
12930182,12931358,1
12932513,12934506,1
12934077,12930232,1
12932983,12933647,1
12931658,12933512,1
12931603,12932664,1
12930784,12934506,1
12931643,12931355,1
12934502,12931746,1
12934414,12930270,1
12932002,12932251,1
12930968,12932029,1
12933198,12933876,1
12931741,12934488,1
12930537,12933314,1
12932882,12932470,1
12932409,12933053,1
12932594,12934538,1
12933437,12933291,1
12932018,12933291,1
12933198,12931293,1
12933020,12934078,1
12932908,12932816,1
12930647,12932365,1
12932327,12931348,1
12933437,12931358,1
12931025,12933190,1
12931050,12932406,1
12930616,12934393,1
12931045,12934285,1
12930282,12934277,1
12932517,12930590,1
12934414,12934275,1
12932693,12930968,1
12930647,12930771,1
12932296,12932951,1
12932000,12932624,1
12932296,12930261,1
12931658,12932409,1
12934359,12930165,1
12934133,12931344,1
12932173,12932365,1
12930573,12932851,1
12930647,12933906,1
12931462,12934326,1
12933284,12933435,1
12932681,12933950,1
12931593,12932801,1
12931707,12934393,1
12931894,12930641,1
12930164,12934506,1
12930443,12933190,1
12933672,12934326,1
12933948,12932783,1
12930731,12932886,1
12931820,12933190,1
12932029,12930395,1
12930647,12933193,1
12931738,12932797,1
12932886,12934275,1
12932517,12932089,1
12933991,12932089,1
12930993,12933291,1
12934486,12933294,1
12931503,12931746,1
12930583,12932470,1
12931643,12930712,1
12930282,12932780,1
12932020,12934393,1
12932000,12932406,1
12933155,12932783,1
12932089,12933629,1
12932020,12933903,1
12932946,12933637,1
12930948,12930485,1
12932983,12930948,1
12930731,12932128,1
12932375,12933198,1
12932206,12932946,1
12932365,12931602,1
12932594,12930731,1
12933062,12930195,1
12932681,12930847,1
12931603,12933707,1
12930164,12932946,1
12931593,12933190,1
12934404,12930485,1
12930573,12933948,1
12930282,12930975,1
12931828,12932844,1
12932908,12933804,1
12930573,12932190,1
12930395,12932213,1
12934404,12930975,1
12930574,12930515,1
12932681,12931274,1
12932951,12931483,1
12933623,12932860,1
12934404,12932816,1
12933541,12930396,1
12933623,12932251,1
12933796,12933190,1
12932681,12931602,1
12933200,12934066,1
12933991,12932946,1
12930573,12933777,1
12932955,12931602,1
12934159,12931797,1
12933291,12932870,1
12932900,12933053,1
12933937,12932365,1
12931088,12930500,1
12932296,12930395,1
12931780,12932190,1
12932882,12932528,1
12933198,12932691,1
12933204,12931503,1
12931113,12930485,1
12930655,12932898,1
12930282,12930443,1
12931780,12932251,1
12930573,12932886,1
12931603,12931643,1
12933450,12933077,1
12932002,12931818,1
12934404,12932029,1
12933937,12930500,1
12934433,12934488,1
12930534,12934285,1
12932892,12934538,1
12930282,12933429,1
12930573,12932238,1
12933046,12933950,1
12934468,12931462,1
12932817,12932908,1
12932297,12931472,1
12934479,12931782,1
12933437,12931516,1
12933284,12931082,1
12930647,12933291,1
12931603,12932409,1
12933623,12932731,1
12933437,12932870,1
12933937,12932213,1
12932206,12934203,1
12932020,12933661,1
12934538,12934461,1
12930232,12932190,1
12931462,12930712,1
12930770,12933948,1
12932206,12931793,1
12932653,12933904,1
12930668,12932955,1
12933784,12931293,1
12931031,12933948,1
12934077,12932777,1
12932296,12932777,1
12930907,12934517,1
12932584,12934526,1
12932886,12932029,1
12933167,12932327,1
12930580,12934526,1
12930422,12931782,1
12932584,12933190,1
12934414,12932238,1
12932817,12933435,1
12930413,12932409,1
12934506,12932128,1
12932407,12931782,1
12930847,12931824,1
12931643,12933053,1
12930771,12930137,1
12934414,12934008,1
12932772,12931293,1
12930948,12931355,1
12930469,12932946,1
12933204,12933732,1
12932946,12931595,1
12932745,12932783,1
12931820,12932128,1
12934488,12934422,1
12934442,12932251,1
12932296,12932946,1
12932872,12931355,1
12933784,12932946,1
12933450,12934264,1
12931658,12930712,1
12932296,12933314,1
12932020,12932624,1
12930395,12931782,1
12930647,12932783,1
12934414,12932470,1
12931877,12930165,1
12932020,12930660,1
12931603,12931036,1
12934372,12933637,1
12931820,12931036,1
12930534,12931797,1
12931348,12932406,1
12932892,12932589,1
12933204,12933155,1
12930526,12930641,1
12932908,12932031,1
12933204,12930750,1
12933380,12931274,1
12930583,12934277,1
12934404,12934517,1
12931344,12931119,1
12933441,12930550,1
12930647,12931361,1
12932946,12932251,1
12932584,12931742,1
12932892,12931119,1
12932777,12932946,1
12932375,12933903,1
12933380,12932780,1
12931793,12930712,1
12932206,12933948,1
12932893,12930756,1
12930573,12930968,1
12932808,12933193,1
12933380,12932407,1
12933937,12934461,1
12932946,12934078,1
12933437,12932406,1
12930731,12931602,1
12934077,12931358,1
12931631,12934506,1
12931088,12930515,1
12930422,12931348,1
12932860,12932783,1
12932440,12931462,1
12930443,12934393,1
12931161,12933824,1
12932020,12932086,1
12932206,12930232,1
12930573,12934290,1
12930731,12932731,1
12930647,12933303,1
12932808,12934442,1
12934502,12932091,1
12933284,12934326,1
12930784,12930712,1
12931850,12932731,1
12934502,12930356,1
12932517,12934488,1
12930794,12931036,1
12932020,12930771,1
12930655,12933647,1
12931740,12933505,1
12930573,12933647,1
12932206,12931082,1
12931843,12933707,1
12933380,12932470,1
12932584,12932128,1
12932946,12932599,1
12932020,12932166,1
12932296,12933824,1
12930526,12932000,1
12932918,12932409,1
12933541,12930712,1
12933204,12933053,1
12932297,12932029,1
12933284,12933506,1
12931877,12932946,1
12930129,12933948,1
12933380,12931593,1
12930526,12930469,1
12932808,12932173,1
12933020,12933876,1
12933937,12933505,1
12931882,12930165,1
12931603,12934277,1
12931025,12933429,1
12931877,12932308,1
12932983,12933190,1
12932681,12933111,1
12930794,12930847,1
12934546,12932777,1
12931358,12931782,1
12933623,12933647,1
12931828,12932407,1
12931163,12932406,1
12934486,12933948,1
12934077,12933314,1
12931593,12933567,1
12930770,12930847,1
12930647,12932000,1
12932791,12931782,1
12932296,12933904,1
12931850,12931742,1
12932440,12931483,1
12930573,12932406,1
12933204,12930968,1
12932020,12933506,1
12932020,12932066,1
12932002,12931119,1
12932407,12934285,1
12931031,12933291,1
12932018,12931050,1
12930526,12933948,1
12930847,12930515,1
12933204,12932664,1
12932882,12934264,1
12933198,12933155,1
12932297,12931113,1
12932817,12932898,1
12931843,12932035,1
12931655,12932091,1
12932983,12932918,1
12934546,12932251,1
12930724,12932918,1
12930534,12931163,1
12930510,12932908,1
12932893,12934078,1
12933623,12930356,1
12932166,12932946,1
12932166,12934393,1
12932326,12932075,1
12932892,12930968,1
12932908,12931818,1
12933441,12932691,1
12933324,12933505,1
12932946,12930261,1
12933623,12931358,1
12930573,12933661,1
12932892,12932816,1
12930500,12930242,1
12931894,12930574,1
12932296,12932305,1
12934159,12931782,1
12930282,12934264,1
12930580,12931119,1
12932296,12933903,1
12934077,12930165,1
12931031,12930731,1
12930784,12932955,1
12933380,12933193,1
12932681,12932870,1
12930993,12931593,1
12931031,12934081,1
12934414,12932000,1
12930526,12931483,1
12931274,12931293,1
12933062,12930731,1
12933937,12932801,1
12930847,12934517,1
12932326,12932406,1
12930395,12932691,1
12931631,12931361,1
12934414,12932029,1
12934203,12930515,1
12930724,12932791,1
12932296,12933948,1
12934502,12934078,1
12933046,12932470,1
12931088,12931985,1
12931740,12931629,1
12930998,12932851,1
12931358,12930261,1
12932123,12932772,1
12932020,12932000,1
12932296,12931602,1
12931655,12930299,1
12931894,12933876,1
12933291,12930515,1
12934546,12932946,1
12932296,12931595,1
12930526,12930847,1
12932513,12932908,1
12930443,12931782,1
12934159,12931462,1
12933567,12930712,1
12931603,12932375,1
12933204,12932797,1
12930647,12930396,1
12930724,12933111,1
12933441,12933092,1
12932206,12934488,1
12933623,12931985,1
12931631,12931293,1
12930281,12931483,1
12931113,12932946,1
12933380,12934508,1
12932594,12934393,1
12933294,12930396,1
12934203,12931293,1
12932020,12934203,1
12930583,12931088,1
12933200,12933053,1
12930573,12930301,1
12933164,12932908,1
12930993,12932955,1
12931185,12933948,1
12931655,12933512,1
12932955,12930641,1
12931740,12933541,1
12932681,12934264,1
12930537,12931985,1
12930750,12931782,1
12931163,12932783,1
12933062,12932908,1
12930537,12932946,1
12932892,12933558,1
12932327,12932870,1
12931828,12931643,1
12932035,12931595,1
12932326,12932946,1
12933937,12932000,1
12933190,12931293,1
12933164,12932407,1
12932908,12931361,1
12931828,12934461,1
12933637,12934066,1
12930515,12931516,1
12933623,12930847,1
12931850,12932190,1
12931655,12933505,1
12932892,12934277,1
12932029,12933972,1
12931602,12932946,1
12930395,12931119,1
12931185,12931119,1
12932035,12930396,1
12930281,12934517,1
12934372,12932406,1
12934508,12934461,1
12932681,12930771,1
12930526,12931818,1
12933225,12931602,1
12930724,12933193,1
12932681,12933193,1
12932886,12931274,1
12932296,12931801,1
12933284,12932898,1
12933062,12931036,1
12933046,12933111,1
12932517,12930396,1
12932020,12932691,1
12930993,12932409,1
12933062,12934514,1
12934133,12932946,1
12932681,12932783,1
12934150,12932407,1
12933284,12932528,1
12934035,12932409,1
12930847,12931050,1
12932517,12930975,1
12930784,12932190,1
12930724,12932816,1
12932693,12932816,1
12934404,12932251,1
12931850,12934488,1
12931742,12932251,1
12934414,12932589,1
12933204,12932000,1
12933784,12930731,1
12933506,12930655,1
12932440,12931050,1
12932951,12932251,1
12930724,12934347,1
12930647,12930948,1
12932872,12933904,1
12930137,12931593,1
12931655,12930261,1
12933441,12933824,1
12931740,12933155,1
12932031,12934461,1
12930232,12932801,1
12932296,12930574,1
12930616,12931355,1
12934077,12932066,1
12930550,12933948,1
12931741,12933190,1
12934414,12930968,1
12934502,12933647,1
12933450,12932955,1
12934285,12931782,1
12934159,12930443,1
12932892,12932128,1
12932297,12932955,1
12932018,12930756,1
12930771,12932870,1
12931894,12932409,1
12931112,12933053,1
12934203,12932898,1
12931355,12934461,1
12931593,12933647,1
12930165,12933111,1
12933937,12932089,1
12930724,12932898,1
12932882,12932409,1
12930724,12931163,1
12932946,12932691,1
12933225,12934326,1
12931655,12930270,1
12930750,12932086,1
12930474,12932308,1
12933784,12930845,1
12932296,12932589,1
12931742,12932946,1
12932893,12932251,1
12932029,12933505,1
12934347,12932783,1
12932020,12932893,1
12931894,12933505,1
12934359,12931602,1
12932860,12932745,1
12932326,12933647,1
12930847,12934259,1
12931655,12930395,1
12930647,12932731,1
12934486,12930396,1
12931740,12933566,1
12932296,12932801,1
12933284,12932409,1
12932946,12931119,1
12930771,12930515,1
12930573,12934264,1
12932955,12933540,1
12931050,12930500,1
12932681,12933647,1
12931850,12931818,1
12931185,12931344,1
12933380,12931355,1
12930232,12933077,1
12931820,12930847,1
12934159,12933190,1
12933284,12933077,1
12931088,12930396,1
12931655,12930574,1
12930526,12931782,1
12934359,12934461,1
12930573,12932860,1
12932296,12932166,1
12930998,12934264,1
12930580,12931919,1
12933937,12930590,1
12930907,12932946,1
12933204,12934517,1
12930289,12933904,1
12932801,12933707,1
12932860,12930396,1
12932955,12932091,1
12932946,12933566,1
12933937,12932691,1
12934546,12933198,1
12932872,12932072,1
12932731,12930655,1
12933204,12932886,1
12931780,12934081,1
12930526,12932955,1
12930583,12931793,1
12930422,12930301,1
12934414,12934372,1
12932002,12930261,1
12934468,12932375,1
12932327,12933291,1
12932296,12930655,1
12934502,12932624,1
12933193,12930500,1
12934124,12932797,1
12930724,12931797,1
12930526,12932787,1
12933784,12930232,1
12930422,12934264,1
12932296,12933732,1
12932020,12930641,1
12932020,12932860,1
12933903,12933948,1
12934077,12933225,1
12931741,12930845,1
12932031,12932783,1
12930526,12930756,1
12934502,12934285,1
12933204,12931113,1
12930847,12933948,1
12932983,12932791,1
12931850,12934277,1
12930515,12934008,1
12933429,12934264,1
12934404,12932407,1
12930993,12930847,1
12931593,12931746,1
12930395,12933512,1
12934508,12933190,1
12932375,12932946,1
12933991,12931358,1
12934414,12933876,1
12931045,12933291,1
12932681,12932470,1
12932002,12932406,1
12930724,12933190,1
12933647,12930396,1
12931850,12933092,1
12930573,12932731,1
12930647,12931894,1
12932983,12931036,1
12933046,12934514,1
12933441,12932409,1
12932326,12934081,1
12933784,12931782,1
12934359,12932870,1
12931480,12932327,1
12930731,12930165,1
12931603,12931746,1
12933623,12933193,1
12933155,12931818,1
12933294,12933505,1
12934275,12933629,1
12934404,12931818,1
12930847,12933876,1
12932297,12932801,1
12930724,12934275,1
12930422,12934508,1
12933566,12930515,1
12933204,12932128,1
12932892,12931746,1
12933204,12930975,1
12932296,12932797,1
12930471,12930232,1
12932020,12934347,1
12932000,12932946,1
12932892,12933155,1
12932645,12930731,1
12930534,12932860,1
12930500,12933906,1
12933637,12930261,1
12930282,12933190,1
12932326,12934517,1
12930413,12930261,1
12932791,12930515,1
12933441,12933053,1
12930573,12934285,1
12932513,12931045,1
12930510,12931462,1
12932296,12931045,1
12930510,12931782,1
12931655,12932066,1
12932653,12931050,1
12934414,12932955,1
12932075,12930396,1
12932326,12934264,1
12933647,12931818,1
12934124,12933198,1
12930573,12932843,1
12930573,12932745,1
12932645,12933824,1
12930998,12930731,1
12932375,12933876,1
12931593,12933155,1
12932908,12930847,1
12930515,12932783,1
12933324,12931462,1
12930724,12932528,1
12932296,12931358,1
12930647,12933950,1
12930647,12931746,1
12932955,12930395,1
12934077,12931516,1
12932908,12932801,1
12933380,12933077,1
12933437,12933647,1
12931655,12934538,1
12934372,12933303,1
12932664,12933505,1
12933204,12933804,1
12930395,12933460,1
12932296,12930469,1
12931740,12930301,1
12934526,12932375,1
12932407,12932946,1
12933623,12930845,1
12933637,12930515,1
12932908,12931330,1
12932681,12933567,1
12933441,12931113,1
12932892,12932091,1
12931161,12932409,1
12932892,12934517,1
12930526,12934078,1
12932123,12932599,1
12930668,12933190,1
12933200,12932251,1
12934035,12933948,1
12933062,12930847,1
12932020,12931483,1
12933164,12933190,1
12930993,12932908,1
12931850,12933567,1
12930537,12930396,1
12934061,12931629,1
12933784,12934285,1
12934422,12933707,1
12933429,12931595,1
12930948,12930299,1
12930537,12934393,1
12934277,12932870,1
12934159,12934277,1
12932190,12930712,1
12932695,12933904,1
12933435,12930396,1
12932892,12932886,1
12931742,12933429,1
12933429,12932772,1
12934035,12931045,1
12934259,12934461,1
12930182,12933190,1
12932297,12930485,1
12932946,12930270,1
12931985,12933956,1
12932772,12930712,1
12933380,12932745,1
12931274,12934393,1
12930534,12932783,1
12933784,12933225,1
12932296,12932691,1
12932517,12932946,1
12934159,12934275,1
12932808,12932031,1
12932327,12930195,1
12933062,12932783,1
12930534,12934203,1
12930647,12933792,1
12934404,12933512,1
12934414,12930299,1
12933441,12931801,1
12931894,12930299,1
12934468,12931593,1
12932783,12930712,1
12934502,12932035,1
12932681,12932860,1
12930975,12931293,1
12931344,12932002,1
12934404,12931658,1
12934124,12932844,1
12930164,12933948,1
12932018,12930771,1
12934502,12932031,1
12930794,12931082,1
12931740,12931894,1
12932584,12934517,1
12930647,12932075,1
12934077,12930968,1
12933623,12933506,1
12933046,12933291,1
12931655,12932251,1
12933020,12930396,1
12930471,12933077,1
12932797,12930261,1
12932983,12934203,1
12931877,12934526,1
12934404,12933903,1
12933284,12932031,1
12934543,12933155,1
12931603,12930847,1
12933647,12931293,1
12933937,12933506,1
12933314,12932946,1
12932797,12934461,1
12931655,12931643,1
12933204,12932816,1
12930998,12931082,1
